"Index","Venue.ID","Event.Venue","Event.City","Event.Address","Event.Lon","Event.Lat"
"1032",1031,24048773,"Allegheny Center Alliance Church","Pittsburgh"," 250 E Ohio St",-80.003204,40.453033
"1033",1032,23973401,"Pittsburgh Leadership Foundation","PITTSBURGH"," 100 West Station Square Drive",-80.003815,40.433418
"1034",1033,17139572,"The Urban Tap","Pittsburgh"," 1209 East Carson Street",-79.985947,40.428951
"1035",1034,19450312,"Steel Cactus","Pittsburgh"," 5505 Walnut Street",-79.933632,40.451412
"1036",1035,17069652,"Allegheny Wine Mixer Inc","Pittsburgh"," 5326 Butler Street",-79.951508,40.482456
"1037",1036,5109072,"Square Cafe","Pittsburgh"," 1137 S Braddock Ave",-79.893333,40.432049
"1038",1037,919415,"Frick Park","Pittsburgh"," Forbes Avenue",-79.951054,40.44384
"1039",1038,12449062,"Spoon","Pittsburgh"," 134 South Highland Avenue",-79.925362,40.45993
"1040",1039,5892602,"Simmon's Farm","McMurray"," 170 Simmons Road",-80.083084,40.2682
"1041",1040,23941462,"Panera Bread ","Pittsburgh"," 4899 William Penn Hwy Murrysville PA 15668",0,0
"1042",1041,9019432,"Gallery Crawl in the Cultural District ","Pittsburgh"," Liberty Ave and 7th St Pittsburgh PA (map) ",-79.999908,40.442432
"1043",1042,23966612,"Walnut Street","Pittsburgh"," Walnut St",-79.981834,40.41604
"1044",1043,23943094,"Pastoli's Pizza Pasta & Paisans","Pittsburgh"," 1900 Murray Ave",-79.922844,40.435764
"1045",1044,24095274,"Doughboy","Pittsburgh"," Butler St. & Penn Ave. (35th St.)",-79.96862,40.464916
"1046",1045,24162100,"Penn Ave. side of East Liberty Presbyterian Church ","Pittsburgh"," 116 S. Highland Ave. & Penn Ave.",-79.924835,40.461422
"1047",1046,6071822,"The Federal Building","Pittsburgh"," 1000 Liberty Avenue",-79.994476,40.443539
"1048",1047,24204796,"bus stop in front of Market District (Giant Eagle)","Pittsburgh"," 5550 Centre Ave.",-79.934433,40.456539
"1049",1048,24147075,"Tent in Schenley Quad","Pittsburgh"," In Oakland opposite the Cathedral of Learning ",-79.995888,40.440624
"1050",1049,7042652,"Ryan's Pub & Grill","Pittsburgh"," 607 South Braddock Avenue",-79.897369,40.439384
"1051",1050,24083026,"In front of McDonalds","Pittsburgh"," 1630 Penn Ave. Strip District",-79.986298,40.449291
"1052",1051,24054511,"In front of S. Side Library ","Pittsburgh"," 2205 E. Carson",-79.974243,40.428654
"1053",1052,24062848,"Penn Ave.","Wilkinsburg"," Penn Ave. at Hay St.",-79.88588,40.444061
"1054",1053,24083285,"PNC Park","Pittsburgh"," 115 Federal St. ",-80.006409,40.447151
"1055",1054,22919942,"Old Town Buffet","Pittsburgh"," 860 Saw Mill Run Blvd. ",-80.023438,40.427273
"1056",1055,23958116,"American Legion","McKeesport"," 2813 Capital St. White Oak PA",0,0
"1057",1056,23955740,"Panera Bread","Monaca"," 100 Wagner Rd",-80.309761,40.680405
"1058",1057,23979029,"Duke's Upper Deck Cafe","Homestead"," 122 W 8th Ave",-79.912781,40.405552
"1059",1058,24079617,"Paramount Film Exchange","Pittsburgh"," 544 Miltenberger St.",-79.981567,40.435795
"1060",1059,24002203,"Paramount Film Exchange","Pittsburgh"," 1727 Blvd of the Allies",-79.982361,40.435711
"1061",1060,24002582,"Pastoli's Pizza Pasta & Paisans","Pittsburgh"," 1900 Murray Avenue",-79.923141,40.435867
"1062",1061,6471662,"Highland Park Super Playground","Pittsburgh"," Reservoir Drive 15206",-79.915916,40.482594
"1063",1062,24032308,"First Unitarian Church","Pittsburgh"," 605 Morewood Ave",-79.942993,40.45068
"1064",1063,24097200,"Crazy Mocha","Pittsburgh"," 2100 Murray Ave",-79.923302,40.433479
"1065",1064,24013847,"Coffee Tree Roasters","Pittsburgh"," 5524 Walnut Street",-79.932755,40.451221
"1066",1065,24009040,"Coco Coffeehouse","Leechburg"," 156 Market St.",-79.606262,40.626801
"1067",1066,24057893,"Gates Hillman Center room 4301","Pittsburgh"," Carnegie Mellon University",-79.94187,40.44112
"1068",1067,24207859,"Panera Bread","Pittsburgh"," 3800 Forbes Avenue MPAC Building (Oakland)",-79.962555,40.442013
"1069",1068,695692,"Old Monroeville Community Park (East)","Municipality of Monroeville"," Tilbrook Rd",-79.763003,40.420027
"1070",1069,925227,"Panera","Monroeville"," 4172 William Penn Hwy",-79.7652,40.438831
"1071",1070,12708072,"The Wooden Nickel","Monroeville"," 4006 Berger Lane Monroeville PA",-79.772339,40.437241
"1072",1071,24037243,"Independance Twp. Community Center ","Aliquippa 15001"," 116 School Rd. ",-80.327858,40.543999
"1073",1072,19653902,"The Tandem Connection LLC","Canonsburg"," 5 Georgetown Rd",-80.152222,40.299229
"1074",1073,8768792,"West Newton Bicycle Shop","West Newton"," 106 West Main Street",-79.768684,40.210709
"1075",1074,24044336,"Primanti Brothers","Mt Lebanon"," 1539 Washington Rd",-80.050323,40.355804
"1076",1075,24042391,"Millenium Dance Complex Pittsburgh","Pittsburgh"," 2504 E. Carson St.",0,0
"1077",1076,23652067,"Stinky's Bar and Grill","Pittsburgh"," 4901 Hatfield St",-79.957649,40.477592
"1078",1077,23767889,"Latitude 360 Pittsburgh","Pittsburgh"," 200 Quinn Drive",-80.178238,40.446812
"1079",1078,766103,"Schenley Park Visitors Center","Pittsburgh"," Panther Hollow Rd",-79.946985,40.437485
"1080",1079,23622534,"First Unitarian Church of Pittsburgh","Pittsburgh"," 605 Morewood Ave",-79.94255,40.45064
"1081",1080,24053881,"Unitarian Universalist Church of the North Hills","Pittsburgh"," 2359 W Ingomar Rd",-80.079445,40.583988
"1082",1081,24053562,"Allegheny Unitarian Universalist Church","Pittsburgh"," 416 W North Ave",-80.011505,40.45476
"1083",1082,24055311,"PSN Host Facilities","Pittsburgh"," in and around downtown Pittsburgh",-79.997467,40.438339
"1084",1083,1205252,"Point Park University","Pittsburgh"," Lawrence Hall",-79.954979,40.44225
"1085",1084,24073267,"Eat'n Park Restaurant","Pittsburgh"," 245 East Waterfront Drive",-79.913841,40.411831
"1086",1085,24072751,"CC Mellor Memorial Library","Pittsburgh"," 1 Pennwood Ave",-79.885231,40.432266
"1087",1086,17263282,"The Center for Women","Pittsburgh"," 1620 Murray Ave.",-79.92337,40.43909
"1088",1087,24072768,"Eat'n Park Training Center in Eat'n Park Corporate Headquarters","Homestead "," 285 East Waterfront Dr",-79.912811,40.412395
"1089",1088,24086474,"Adventist Community Services","Carnegie"," 36 East Main St.",-80.086784,40.407387
"1090",1089,24088725,"Pittsburgh Integrative Mental Health","Pittsburgh"," 160 North Craig Street Suite 212",-79.950111,40.449532
"1091",1090,24104116,"Panera Bread (The Waterfront)","Pittsburgh"," 210 West Bridge Street",-79.916618,40.40715
"1092",1091,3473162,"Sharp Edge Bistro","Pittsburgh"," 922 Penn Avenue",-79.997208,40.443962
"1093",1092,23947017,"Holistic Aging Castle Town Square South","Allison Park"," 4284 Route 8 ",-79.954216,40.575348
"1094",1093,24158187,"Bulgarian Macedonian National Educational and Cultural Center Art Center","Homestead"," 449 W. 8th Ave",-79.917793,40.40176
"1095",1094,674826,"Brillobox","Pittsburgh"," 4104 Penn Ave",-79.95517,40.46565
"1096",1095,24178223,"WorkHardPGH","Pittsburgh"," 744 East Warrington Ave",-79.994102,40.421631
"1097",1096,24147086,"Ideal Wellness and Weight Loss","Pittsburgh"," 3420 Babcock Blvd",-80.023682,40.539188
"1098",1097,370414,"Te Cafe","Pittsburgh"," 2000 Murray Ave",-79.92284,40.43475
"1099",1098,15995962,"Herr\'s Island","Pittsburgh"," Waterfront Drive under 31st St. Bridge",-79.995888,40.440624
"1100",1099,24171907,"Peggy\'s Harbor","Pittsburgh"," 1 Liverpool St",-80.03386,40.454132
"1101",1100,24191241,"Looking For Group","Pittsburgh"," 924 Brookline Ave",-80.018646,40.392372
"1102",1101,24185931,"Google Pittsburgh","Pittsburgh"," 6425 Penn Avenue",-79.916458,40.45713
"1103",1102,1555249,"Jump Zone Party Play Center","Allison Park"," 4025 Alpha Dr",-79.966255,40.56625
"1104",1103,23910433,"Bar Louie","Pittsburgh"," 240 W Station Square Dr",-80.005249,40.434055
"1105",1104,722961,"Heinz Field","Pittsburgh"," Heinz Field",-80.015787,40.446835
